"occurrenceStatus","geometry"
"ABSENT",c(43.2249991947124, -22.0250005763913)
"ABSENT",c(-152.625005454516, 40.3249988949143)
"ABSENT",c(136.125001400039, 2.52499921543792)
"ABSENT",c(-67.7750034402856, 28.624998994124)
"ABSENT",c(-0.875001852165184, 4.02499920271872)
"ABSENT",c(163.775002056415, 36.7249989254404)
"ABSENT",c(148.67500169796, 12.6749991293714)
"ABSENT",c(162.775002032676, 40.6249988923705)
"ABSENT",c(-143.675005242054, -21.1250005840228)
"ABSENT",c(167.325002140688, 8.9749991607454)
"ABSENT",c(158.425001929413, 22.8749990428809)
"ABSENT",c(9.07499838403507, -7.3250007010394)
"ABSENT",c(95.5250004362475, -40.1750004224891)
"ABSENT",c(-116.025004585679, -38.7250004347843)
"ABSENT",c(-75.0750036135782, -25.025000550953)
"ABSENT",c(174.575002312793, 13.0249991264036)
"ABSENT",c(70.2749998368448, 8.22499916710499)
"ABSENT",c(-2.22500188421245, 2.32499921713381)
"ABSENT",c(-137.775005101996, 22.7249990441528)
"ABSENT",c(67.4749997703763, -32.4250004882049)
"ABSENT",c(-77.0750036610557, -24.7750005530728)
"ABSENT",c(77.6750000125113, -10.0750006777209)
"ABSENT",c(49.2749993383316, 28.9249989915802)
"ABSENT",c(125.02500113654, -5.92500071291065)
"ABSENT",c(168.075002158492, -1.12500075361205)
"ABSENT",c(131.22500128372, -0.775000756579864)
"ABSENT",c(-85.5750038628348, -28.0750005250906)
"ABSENT",c(-129.025004894282, -34.425000471246)
"ABSENT",c(-174.725005979142, 42.0749988800753)
"ABSENT",c(-127.325004853926, -29.9750005089796)
"ABSENT",c(119.775001011911, -15.1250006348996)
"ABSENT",c(76.2249999780902, -0.62500075785178)
"ABSENT",c(145.475001621997, 24.5249990288898)
"ABSENT",c(65.1749997157773, -4.12500072817367)
"ABSENT",c(-25.0750024266422, 9.52499915608169)
"ABSENT",c(-150.92500541416, -27.025000533994)
"ABSENT",c(-136.025005060453, 16.3249990984214)
"ABSENT",c(156.325001879562, 12.1249991340351)
"ABSENT",c(162.625002029116, 15.5249991052049)
"ABSENT",c(-97.0250041346431, 23.124999040761)
"ABSENT",c(12.8249984730553, -29.7250005110995)
"ABSENT",c(-154.425005497246, -20.3250005908064)
"ABSENT",c(60.9249996148877, 9.57499915565772)
"ABSENT",c(-74.3250035957742, 13.5249991221639)
"ABSENT",c(143.275001569771, 21.8749990513604)
"ABSENT",c(107.325000716364, -22.8250005696078)
"ABSENT",c(165.625002100332, 22.3249990475446)
"ABSENT",c(103.275000620222, -32.625000486509)
"ABSENT",c(120.12500102022, 25.3749990216822)
"ABSENT",c(137.775001439208, 22.6749990445768)
"ABSENT",c(-97.7750041524472, 8.47499916498513)
"ABSENT",c(111.125000806571, -14.6250006391393)
"ABSENT",c(-10.0750020705614, -14.025000644227)
"ABSENT",c(62.9749996635521, 19.6749990700152)
"ABSENT",c(-11.1250020954871, 39.5249989016979)
"ABSENT",c(-150.27500539873, -22.8250005696078)
"ABSENT",c(-15.1750021916289, -22.8250005696078)
"ABSENT",c(66.0249997359552, 3.82499920441462)
"ABSENT",c(-118.525004645026, -12.9750006531304)
"ABSENT",c(170.725002221399, 39.774998899578)
"ABSENT",c(168.375002165613, 16.1249991001173)
"ABSENT",c(174.975002322289, -17.4750006149729)
"ABSENT",c(-136.625005074696, 10.9749991437865)
"ABSENT",c(71.7749998724528, 9.77499915396183)
"ABSENT",c(-86.4750038841996, -35.2750004640385)
"ABSENT",c(70.7249998475272, -13.5250006484667)
"ABSENT",c(158.275001925852, 28.0249989992117)
"ABSENT",c(45.0249992374421, -30.9750005005002)
"ABSENT",c(-179.225006085966, -23.3750005649441)
"ABSENT",c(149.875001726447, -6.32500070951886)
"ABSENT",c(-110.225004447994, -29.4250005136433)
"ABSENT",c(-172.925005936412, 29.4249989873404)
"ABSENT",c(68.0749997846196, -20.9250005857187)
"ABSENT",c(89.575000295002, -5.32500071799832)
"ABSENT",c(-157.825005577957, -15.1250006348996)
"ABSENT",c(-78.6750036990376, 13.724999120468)
"ABSENT",c(73.3249999092479, 13.5249991221639)
"ABSENT",c(97.3250004789771, -29.8750005098276)
"ABSENT",c(-37.2250027150677, -26.6750005369618)
"ABSENT",c(-93.6750040551184, -0.375000759971648)
"ABSENT",c(-166.125005774989, -6.0250007120627)
"ABSENT",c(-127.475004857487, -32.1750004903248)
"ABSENT",c(-136.375005068762, -38.2250004390241)
"ABSENT",c(-141.125005181521, -14.2250006425311)
"ABSENT",c(-123.325004758971, -18.8750006031016)
"ABSENT",c(47.7249993015366, -12.3750006582181)
"ABSENT",c(-61.8250032990402, 18.1749990827344)
"ABSENT",c(-126.425004832562, -32.3250004890529)
"ABSENT",c(-36.6250027008244, 29.5749989860685)
"ABSENT",c(-145.725005290719, -17.8750006115811)
"ABSENT",c(53.0249994273518, -23.3750005649441)
"ABSENT",c(100.825000562063, -10.1750006768729)
"ABSENT",c(-20.8250023257526, 1.97499922010162)
"ABSENT",c(-175.875006006441, -30.9250005009241)
"ABSENT",c(-165.725005765493, 38.2749989122972)
"ABSENT",c(83.0750001407004, 3.82499920441462)
"ABSENT",c(104.475000648709, -26.975000534418)
"ABSENT",c(-32.275002597561, -31.6750004945645)
"ABSENT",c(-169.675005859261, 8.47499916498513)
"ABSENT",c(-106.3750043566, -3.57500073283737)
"ABSENT",c(156.775001890244, -12.6750006556743)
"ABSENT",c(-124.82500479458, 9.07499915989745)
"ABSENT",c(-36.4250026960767, -26.925000534842)
"ABSENT",c(-15.3250021951897, -27.8750005267865)
"ABSENT",c(-124.425004785084, 12.024999134883)
"ABSENT",c(-35.0250026628425, 8.52499916456115)
"ABSENT",c(-97.2750041405778, -25.6250005458653)
"ABSENT",c(-159.075005607631, 38.2749989122972)
"ABSENT",c(-141.225005183895, -29.3250005144913)
"ABSENT",c(155.925001870066, 2.92499921204613)
"ABSENT",c(-61.5250032919186, 33.9749989487589)
"ABSENT",c(-51.0750030438489, 20.1749990657754)
"ABSENT",c(156.67500188787, -13.975000644651)
"ABSENT",c(-78.5250036954768, -24.5250005551927)
"ABSENT",c(-178.325006064601, -36.5750004530152)
"ABSENT",c(164.625002076593, 41.7249988830431)
"ABSENT",c(99.1250005217069, -17.0750006183647)
"ABSENT",c(145.875001631492, 41.4749988851629)
"ABSENT",c(-55.0750031388038, 27.8249990009076)
"ABSENT",c(31.824998924091, -32.6750004860851)
"ABSENT",c(-101.425004239093, -17.4250006153968)
"ABSENT",c(-79.2250037120939, 24.2749990310097)
"ABSENT",c(146.625001649296, -9.12500068577637)
"ABSENT",c(163.025002038611, 30.524998978013)
"ABSENT",c(-130.775004935825, 30.2749989801329)
"ABSENT",c(168.025002157305, 15.1749991081727)
"ABSENT",c(-140.025005155408, 5.77499918787967)
"ABSENT",c(86.8250002297206, -19.7750005954701)
"ABSENT",c(-132.925004986863, -34.5250004703981)
"ABSENT",c(-23.1750023815386, -5.72500071460654)
"ABSENT",c(55.974999497381, -37.2250004475035)
"ABSENT",c(157.675001911609, -20.1750005920783)
"ABSENT",c(149.775001724073, -9.02500068662432)
"ABSENT",c(-121.325004711494, 12.4249991314913)
"ABSENT",c(-118.825004652147, -8.37500069213596)
"ABSENT",c(91.6250003436664, 13.1249991255556)
"ABSENT",c(20.4249986534695, 33.7749989504548)
"ABSENT",c(117.225000951378, -10.5750006734811)
"ABSENT",c(57.2249995270545, -17.725000612853)
"ABSENT",c(-60.8750032764884, 26.6249990110829)
"ABSENT",c(175.675002338906, 30.1249989814048)
"ABSENT",c(-28.5250025085408, 29.2749989886124)
"ABSENT",c(159.075001944843, -10.6750006726332)
"ABSENT",c(73.4249999116217, -36.8250004508953)
"ABSENT",c(-139.725005148286, 1.27499922603725)
"ABSENT",c(88.2750002641417, 17.8749990852782)
"ABSENT",c(-89.4250039542289, -7.92500069595172)
"ABSENT",c(-23.0750023791648, -14.4250006408352)
"ABSENT",c(73.0249999021262, -3.0750007370771)
"ABSENT",c(-139.325005138791, 30.0749989818288)
"ABSENT",c(-63.0250033275266, 36.124998930528)
"ABSENT",c(150.725001746625, -13.925000645075)
"ABSENT",c(51.6749993953046, -26.2250005407776)
"ABSENT",c(-142.525005214755, -3.12500073665313)
"ABSENT",c(73.8249999211172, 12.024999134883)
"ABSENT",c(151.575001766803, -19.52500059759)
"ABSENT",c(153.675001816654, -39.8250004254569)
"ABSENT",c(-174.225005967272, -32.7750004852371)
"ABSENT",c(14.1249985039156, 34.5249989440952)
"ABSENT",c(-53.9250031115043, 13.1749991251317)
"ABSENT",c(91.2750003353579, -34.0250004746378)
"ABSENT",c(168.775002175109, 25.3749990216822)
"ABSENT",c(-126.875004843244, 32.424998961902)
"ABSENT",c(-151.625005430777, -13.4250006493147)
"ABSENT",c(141.775001534163, 13.82499911962)
"ABSENT",c(-171.425005900804, 31.6749989682616)
"ABSENT",c(154.175001828523, -11.1750006683935)
"ABSENT",c(-178.375006065788, -1.47500075064424)
"ABSENT",c(7.0249983353707, -7.17500070231132)
"ABSENT",c(-92.3250040230711, -26.1750005412016)
"ABSENT",c(118.32500097749, -19.1750006005578)
"ABSENT",c(-86.8250038925082, -18.4750006064934)
"ABSENT",c(-172.225005919795, -28.3750005225468)
"ABSENT",c(152.375001785794, 4.47499919890297)
"ABSENT",c(-42.1750028325743, 11.5249991391228)
"ABSENT",c(-5.07500195186782, -37.3750004462316)
"ABSENT",c(100.525000554941, 8.72499916286526)
"ABSENT",c(-22.6250023684823, -40.2250004220652)
"ABSENT",c(-122.975004750663, -14.025000644227)
"ABSENT",c(168.175002160865, 14.9749991098686)
"ABSENT",c(-172.925005936412, -13.0750006522825)
"ABSENT",c(-92.7250040325666, -1.92500074682849)
"ABSENT",c(-158.575005595761, 39.0249989059376)
"ABSENT",c(-57.3750031934029, 17.6249990873981)
"ABSENT",c(-109.775004437312, 2.27499921755778)
"ABSENT",c(12.3749984623728, -26.3250005399296)
"ABSENT",c(158.775001937721, -5.22500071884627)
"ABSENT",c(-30.2250025488966, -24.6250005543447)
"ABSENT",c(166.025002109827, -16.8750006200606)
"ABSENT",c(44.8249992326943, -9.27500068450445)
"ABSENT",c(-33.3750026236736, -16.6750006217564)
"ABSENT",c(149.775001724073, -6.92500070443118)
"ABSENT",c(8.42499836860492, 0.874999229429029)
"ABSENT",c(30.5749988944176, -40.3750004207932)
"ABSENT",c(104.075000639213, -10.1250006772969)
"ABSENT",c(-107.125004374404, -37.7750004428398)
"ABSENT",c(-152.675005455703, 35.2249989381596)
"ABSENT",c(99.2750005252676, -19.52500059759)
"ABSENT",c(110.925000801824, -9.62500068153664)
"ABSENT",c(-110.425004452742, 21.4249990551761)
"ABSENT",c(137.525001433274, 13.3249991238597)
"ABSENT",c(-7.37500200646687, -9.12500068577637)
"ABSENT",c(111.075000805385, -11.7250006637298)
"ABSENT",c(-49.8750030153625, 21.4749990547521)
"ABSENT",c(100.025000543072, -32.6750004860851)
"ABSENT",c(-24.5750024147729, 40.2249988957623)
"ABSENT",c(-50.5250030307926, 42.4249988771074)
"ABSENT",c(123.375001097371, -13.5750006480428)
"ABSENT",c(-81.3250037619452, -22.0750005759674)
"ABSENT",c(123.675001104492, 24.3249990305857)
"ABSENT",c(-84.7250038426569, -2.77500073962094)
"ABSENT",c(-26.6250024634372, -28.0750005250906)
"ABSENT",c(-26.025002449194, 10.5249991476022)
"ABSENT",c(3.1249982427897, 0.624999231548891)
"ABSENT",c(33.0749989537644, -32.9250004839652)
"ABSENT",c(-130.675004933451, 4.77499919635913)
"ABSENT",c(-140.875005175586, -1.2250007527641)
"ABSENT",c(80.975000090849, 1.27499922603725)
"ABSENT",c(-136.675005075883, 14.0249991179241)
"ABSENT",c(-114.875004558379, 18.1749990827344)
"ABSENT",c(-27.8750024931106, -31.6750004945645)
"ABSENT",c(112.375000836245, -38.6750004352083)
"ABSENT",c(132.175001306272, 8.32499916625704)
"ABSENT",c(161.525002003003, 37.2249989212006)
"ABSENT",c(149.325001713391, -16.8750006200606)
"ABSENT",c(-107.02500437203, 21.274999056448)
"ABSENT",c(161.475002001816, -25.3750005479851)
"ABSENT",c(-88.525003932864, -29.9250005094036)
"ABSENT",c(-140.375005163717, 17.0249990924857)
"ABSENT",c(69.8249998261623, 7.92499916964883)
"ABSENT",c(-89.1750039482942, 28.4249989958199)
"ABSENT",c(11.1749984338864, -15.4750006319318)
"ABSENT",c(132.475001313393, -2.47500074216478)
"ABSENT",c(-41.0750028064617, 21.12499905772)
"ABSENT",c(-178.275006063414, 9.22499915862553)
"ABSENT",c(-29.0250025204102, 21.274999056448)
"ABSENT",c(166.425002119323, -4.67500072350997)
"ABSENT",c(158.825001938908, 5.42499919084748)
"ABSENT",c(161.075001992321, 32.8249989585103)
"ABSENT",c(77.6750000125113, -29.0250005170351)
"ABSENT",c(37.3749990558409, -19.0250006018297)
"ABSENT",c(-16.5750022248631, -7.77500069722364)
"ABSENT",c(81.1750000955968, 15.0249991094447)
"ABSENT",c(112.525000839806, -11.0750006692414)
"ABSENT",c(-19.3750022913315, -14.4750006404113)
"ABSENT",c(-129.175004897843, -25.9250005433214)
"ABSENT",c(-129.025004894282, -2.37500074301273)
"ABSENT",c(69.2249998119191, 4.52499919847899)
"ABSENT",c(73.2749999080609, 7.77499917092075)
"ABSENT",c(149.725001722886, 26.8749990089631)
"ABSENT",c(126.025001160278, 4.52499919847899)
"ABSENT",c(-144.825005269354, 38.8249989076335)
"ABSENT",c(100.925000564437, -7.42500070019145)
"ABSENT",c(-107.925004393395, -12.22500065949)
"ABSENT",c(86.3750002190382, -38.125000439872)
"ABSENT",c(19.0749986214223, 34.0249989483349)
"ABSENT",c(104.475000648709, -11.5250006654257)
"ABSENT",c(-23.8750023981557, 17.3749990895179)
"ABSENT",c(-120.225004685381, 17.3749990895179)
"ABSENT",c(-168.575005833149, 35.8249989330719)
"ABSENT",c(-115.175004565501, 24.4749990293138)
"ABSENT",c(-107.02500437203, -16.9250006196366)
"ABSENT",c(158.425001929413, -13.0250006527065)
"ABSENT",c(96.9250004694816, -27.025000533994)
"ABSENT",c(108.175000736542, -32.525000487357)
"ABSENT",c(-113.975004537014, -30.4250005051639)
"ABSENT",c(176.175002350775, -29.8250005102515)
"ABSENT",c(43.7749992077687, 0.774999230276975)
"ABSENT",c(-154.475005498433, -33.2750004809974)
"ABSENT",c(-22.5250023661085, 25.4749990208343)
"ABSENT",c(160.325001974517, 31.1249989729253)
"ABSENT",c(39.4749991056922, -33.6250004780296)
"ABSENT",c(-37.6250027245632, 26.8749990089631)
"ABSENT",c(149.575001719325, 1.87499922094957)
"ABSENT",c(-61.2750032859839, 13.724999120468)
"ABSENT",c(96.9250004694816, -28.9750005174591)
"ABSENT",c(104.775000655831, -30.4250005051639)
"ABSENT",c(122.775001083128, 35.5249989356157)
"ABSENT",c(-178.475006068162, -15.2750006336277)
"ABSENT",c(151.675001769177, 17.8749990852782)
"ABSENT",c(66.3749997442638, 1.97499922010162)
"ABSENT",c(50.4749993668181, -29.8750005098276)
"ABSENT",c(41.7249991591043, -36.7750004513193)
"ABSENT",c(8.42499836860492, -6.87500070485515)
"ABSENT",c(108.975000755533, 15.3249991069008)
"ABSENT",c(-13.4750021512731, -10.225000676449)
"ABSENT",c(81.5750001050923, -28.1750005242426)
"ABSENT",c(-164.525005737007, -30.1750005072837)
"ABSENT",c(69.3749998154799, -10.9750006700894)
"ABSENT",c(-16.9250022331717, 34.8749989411274)
"ABSENT",c(-89.8250039637244, -2.52500074174081)
"ABSENT",c(91.2750003353579, 22.0249990500884)
"ABSENT",c(-35.1750026664033, -38.3250004381761)
"ABSENT",c(-61.4750032907316, 40.1749988961862)
"ABSENT",c(122.07500106651, 8.27499916668102)
"ABSENT",c(34.924998997681, -39.4750004284247)
"ABSENT",c(62.8249996599913, -23.0750005674879)
"ABSENT",c(170.825002223773, 5.32499919169543)
"ABSENT",c(35.1249990024288, 24.7249990271939)
"ABSENT",c(-18.1750022628451, 42.6249988754116)
"ABSENT",c(78.4750000315022, -14.1750006429551)
"ABSENT",c(-128.775004888347, 20.2749990649275)
"ABSENT",c(148.275001688465, 30.3249989797089)
"ABSENT",c(-82.5250037904317, -3.32500073495724)
"ABSENT",c(-80.0250037310849, 17.8749990852782)
"ABSENT",c(-153.325005471133, -29.6750005115235)
"ABSENT",c(86.2250002154773, 12.2749991327632)
"ABSENT",c(-71.4750035281188, 17.0749990920618)
"ABSENT",c(115.375000907461, -7.87500069637569)
"ABSENT",c(80.7750000861013, -24.9750005513769)
"ABSENT",c(147.175001662352, 8.4249991654091)
"ABSENT",c(-74.6750036040827, -25.9250005433214)
"ABSENT",c(-15.2750021940028, -26.5250005382338)
"ABSENT",c(67.9749997822457, -8.57500069044007)
"ABSENT",c(-92.6750040313797, -28.2750005233947)
"ABSENT",c(52.7249994202302, -30.72500050262)
"ABSENT",c(-132.97500498805, 36.4749989275602)
"ABSENT",c(-157.925005580331, -16.2750006251482)
"ABSENT",c(-47.2250029524549, 3.47499920738243)
"ABSENT",c(68.4749997941151, -20.4750005895345)
"ABSENT",c(92.3750003614705, -27.5250005297543)
"ABSENT",c(155.875001868879, -16.7750006209085)
"ABSENT",c(-76.1750036396908, 29.8249989839486)
"ABSENT",c(44.9749992362551, -29.8250005102515)
"ABSENT",c(165.32500209321, -35.4750004623426)
"ABSENT",c(142.47500155078, 34.4249989449431)
"ABSENT",c(-130.575004931077, 21.7749990522083)
"ABSENT",c(129.175001235055, -10.375000675177)
"ABSENT",c(-72.6250035554184, -20.5250005891105)
"ABSENT",c(1.02499819293837, -20.0250005933502)
"ABSENT",c(-150.175005396356, -0.0750007625154865)
"ABSENT",c(-106.075004349479, -19.475000598014)
"ABSENT",c(-89.0750039459203, -38.7750004343604)
"ABSENT",c(-176.625006024245, 21.4249990551761)
"ABSENT",c(-154.825005506741, 41.674998883467)
"ABSENT",c(-2.12500188183859, -2.22500074428465)
"ABSENT",c(-152.425005449768, 38.7749989080575)
"ABSENT",c(124.775001130605, -33.6750004776056)
"ABSENT",c(-46.2250029287162, -25.9250005433214)
"ABSENT",c(-118.77500465096, -13.5750006480428)
"ABSENT",c(167.325002140688, -3.92500072986957)
"ABSENT",c(-0.825001850978254, -20.5250005891105)
"ABSENT",c(122.125001067697, -12.125000660338)
"ABSENT",c(-172.425005924543, -12.075000660762)
"ABSENT",c(152.325001784607, 38.1749989131452)
"ABSENT",c(88.6750002736372, -11.2750006675455)
"ABSENT",c(-95.3250040942873, -15.6750006302359)
"ABSENT",c(-36.6250027008244, 38.6249989093294)
"ABSENT",c(-7.22500200290605, -1.87500074725246)
"ABSENT",c(151.025001753746, -18.4750006064934)
"ABSENT",c(-158.825005601696, 40.0249988974582)
"ABSENT",c(69.7249998237885, -29.5750005123714)
"ABSENT",c(160.975001989947, -17.4750006149729)
"ABSENT",c(165.775002103893, -37.8250004424159)
"ABSENT",c(93.7750003947047, 15.7749991030851)
"ABSENT",c(119.325001001229, -6.17500071079078)
"ABSENT",c(93.52500038877, 14.8749991107166)
"ABSENT",c(-170.975005890122, -7.22500070188735)
"ABSENT",c(176.175002350775, -1.97500074640451)
"ABSENT",c(151.875001773924, 40.7749988910986)
"ABSENT",c(-147.925005342944, -37.3750004462316)
"ABSENT",c(-128.175004874104, -28.1250005246666)
"ABSENT",c(135.375001382235, 18.7749990776467)
"ABSENT",c(-169.825005862822, 3.87499920399065)
"ABSENT",c(-16.2750022177415, -2.62500074089287)
"ABSENT",c(-166.875005792793, 6.87499917855227)
"ABSENT",c(82.1250001181486, -27.3250005314502)
"ABSENT",c(84.125000165626, -18.4750006064934)
"ABSENT",c(-138.5250051198, 36.8249989245924)
"ABSENT",c(-161.825005672912, 40.7249988915225)
"ABSENT",c(7.57499834842699, 3.22499920950229)
"ABSENT",c(129.025001231495, 20.0249990670474)
"ABSENT",c(-177.075006034928, -25.025000550953)
"ABSENT",c(16.4749985597016, -36.5250004534391)
"ABSENT",c(-68.3750034545288, 32.9749989572383)
"ABSENT",c(171.025002228521, -30.8750005013481)
"ABSENT",c(-148.925005366683, -10.7750006717853)
"ABSENT",c(171.975002251073, -7.62500069849556)
"ABSENT",c(-19.8750023032009, -26.0250005424735)
"ABSENT",c(82.4250001252702, -34.8750004674303)
"ABSENT",c(-106.725004364909, 5.67499918872762)
"ABSENT",c(-34.1750026426646, 23.1749990403371)
"ABSENT",c(-137.22500508894, 2.92499921204613)
"ABSENT",c(-155.125005513863, 9.22499915862553)
"ABSENT",c(6.02499831163198, -21.9250005772393)
"ABSENT",c(-29.3750025287187, 30.3749989792849)
"ABSENT",c(-148.475005356, -35.2250004644625)
"ABSENT",c(-150.27500539873, -1.17500075318808)
"ABSENT",c(84.3250001703738, 12.7749991285234)
"ABSENT",c(123.625001103305, 20.2749990649275)
"ABSENT",c(-103.625004291319, -22.9750005683358)
"ABSENT",c(-106.725004364909, -36.4750004538631)
"ABSENT",c(98.0250004955943, -30.0750005081317)
"ABSENT",c(-16.4250022213023, 42.4749988766835)
"ABSENT",c(-120.275004686568, -3.02500073750108)
"ABSENT",c(-87.5250039091253, 3.47499920738243)
"ABSENT",c(-35.8750026830204, -39.0750004318165)
"ABSENT",c(126.475001170961, 13.0749991259796)
"ABSENT",c(-17.2750022414802, 39.3749989029698)
"ABSENT",c(-145.925005295467, 7.22499917558445)
"ABSENT",c(-130.225004922769, -27.8750005267865)
"ABSENT",c(-32.1750025951871, 16.8249990941816)
"ABSENT",c(-129.375004902591, 23.3749990386412)
"ABSENT",c(66.0249997359552, -17.4250006153968)
"ABSENT",c(-159.725005623061, -3.02500073750108)
"ABSENT",c(-80.1250037334588, -20.4250005899585)
"ABSENT",c(73.7249999187434, 4.22499920102283)
"ABSENT",c(-152.575005453329, 41.7249988830431)
"ABSENT",c(-52.2250030711485, 10.2249991501461)
"ABSENT",c(94.6250004148826, -0.425000759547672)
"ABSENT",c(15.8249985442714, -35.0750004657344)
"ABSENT",c(-34.0250026391038, -29.3250005144913)
"ABSENT",c(-106.325004355413, -5.62500071545448)
"ABSENT",c(113.575000864731, -5.02500072054216)
"ABSENT",c(-87.3250039043776, 25.3249990221062)
"ABSENT",c(44.8249992326943, -30.8250005017721)
"ABSENT",c(113.675000867105, -39.875000425033)
"ABSENT",c(52.7249994202302, -34.9250004670063)
"ABSENT",c(9.62499839709139, -21.8750005776632)
"ABSENT",c(79.1250000469324, -25.175000549681)
"ABSENT",c(-39.7750027756014, 23.5749990369453)
"ABSENT",c(86.9750002332814, -15.4250006323558)
